tweet_url,tweet_id,leni_sentiment,marcos_sentiment,incident,account_type,tweet_type,content_type,country,has_leni_ref,alt-text
https://twitter.com/kurii007/status/1519589686536282115,1519589686536282115,Neutral,Neutral,Scandal,Anonymous,"Text, URL",Rational,,0,
https://twitter.com/NewsFood4/status/1519589261057703942,1519589261057703942,Neutral,Neutral,Scandal,Media,"Text, URL",Rational,,0,
https://twitter.com/PoligenD/status/1519585020767313920,1519585020767313920,Neutral,Neutral,Scandal,Anonymous,"Text, URL",Rational,,0,
https://twitter.com/ranker_house/status/1519553437742080002,1519553437742080002,Neutral,Neutral,Scandal,Anonymous,"Text, URL",Rational,,0,
https://twitter.com/ranker_house/status/1519530275054759937,1519530275054759937,Neutral,Neutral,Scandal,Anonymous,"Text, URL, Reply",Rational,,0,
https://twitter.com/marichelle94/status/1520094051168833537,1520094051168833537,Neutral,Neutral,Baguio,Identified,"Text, Reply",Emotional,,0,
https://twitter.com/che_bisdak/status/1519165347307438085,1519165347307438085,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Unspecified,0,
https://twitter.com/jjkchy97_ej/status/1519145938601738242,1519145938601738242,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Rational,,0,
https://twitter.com/aapogi/status/1519168203129331714,1519168203129331714,Negative,Neutral,Baguio,Anonymous,"Text, Reply","Rational, Emotional",United States,1,
https://twitter.com/aapogi/status/1519167522230181888,1519167522230181888,Negative,Neutral,Baguio,Anonymous,"Text, Reply","Rational, Emotional",United States,1,
https://twitter.com/rene_twilight/status/1519016991411273728,1519016991411273728,Neutral,Neutral,Baguio,Anonymous,Text,"Rational, Emotional",Philippines,0,
https://twitter.com/Sipin2Oruam/status/1519173481480392704,1519173481480392704,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Rational,Philippines,0,
https://twitter.com/FabianLeoJohnQ1/status/1519110793358635008,1519110793358635008,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Rational,,1,
https://twitter.com/iamAhappyTroll/status/1527468800895221760,1527468800895221760,Negative,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,,1,
https://twitter.com/ghesai/status/1520710772640587777,1520710772640587777,Negative,Positive,Baguio,Anonymous,"Text, Video",Emotional,,1,
https://twitter.com/Pumadine/status/1544551922102718464,1544551922102718464,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,,0,
https://twitter.com/toh_em/status/1593492743325888513,1593492743325888513,Negative,Neutral,Baguio,Anonymous,"Text, Reply","Rational, Emotional",Philippines,1,
https://twitter.com/toh_em/status/1593492595199860736,1593492595199860736,Negative,Neutral,Baguio,Anonymous,"Text, Reply","Rational, Emotional",Philippines,1,
https://twitter.com/Sab1n3_/status/1519269087766974464,1519269087766974464,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Rational,,0,
https://twitter.com/myaaivy/status/1519218883759988737,1519218883759988737,Neutral,Positive,Baguio,Anonymous,"Text, Reply",Rational,,0,
https://twitter.com/gersanilla/status/1519206840180957188,1519206840180957188,Neutral,Neutral,Baguio,Identified,"Text, Reply",Rational,,0,
https://twitter.com/archiekins29/status/1519097313628925953,1519097313628925953,Negative,Neutral,Baguio,Identified,"Text, Reply","Rational, Emotional",Saudi Arabia,1,
https://twitter.com/xal_rons/status/1519015708478558208,1519015708478558208,Neutral,Neutral,Baguio,Anonymous,Text,Emotional,Mexico,0,
https://twitter.com/lookonionskin/status/1519010436783702017,1519010436783702017,Neutral,Neutral,Baguio,Anonymous,"Text, Video, Reply","Rational, Emotional",Philippines,0,"{Alt-text video: screen recording of a video posted on facebook where someone can be heard shouting ""dayuhan ka lang dito, kami igorot kami""}"
https://twitter.com/MonillaPen/status/1518979474460913666,1518979474460913666,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Rational,Philippines,0,
https://twitter.com/archiekins29/status/1518976584291856385,1518976584291856385,Neutral,Neutral,Baguio,Identified,"Text, Reply",Rational,Saudi Arabia,0,
https://twitter.com/realBren1/status/1518960796138491906,1518960796138491906,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Taiwan,0,
https://twitter.com/fidcastillo/status/1519166941608706049,1519166941608706049,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Philippines,0,
https://twitter.com/LeonardoBeatri7/status/1519149492083499009,1519149492083499009,Neutral,Neutral,Baguio,Identified,"Text, Reply",Emotional,Philippines,0,
https://twitter.com/PandabearCaryl/status/1518978968703045632,1518978968703045632,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Rational,,0,
https://twitter.com/MJulieto/status/1519425957698093056,1519425957698093056,Neutral,Neutral,Baguio,Identified,"Text, Reply",Emotional,Philippines,0,
https://twitter.com/catie_ceb/status/1519271711627255809,1519271711627255809,Neutral,Neutral,Baguio,Identified,"Text, Reply",Emotional,,0,
https://twitter.com/joaqui_107/status/1519265987551707137,1519265987551707137,Negative,Neutral,Baguio,Identified,"Text, Reply",Emotional,Philippines,1,
https://twitter.com/carl8082/status/1519184437849722880,1519184437849722880,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Philippines,0,
https://twitter.com/PolitikQuo/status/1519179681408643072,1519179681408643072,Neutral,Neutral,Baguio,Identified,Text,Rational,,0,
https://twitter.com/Mela27Glenn/status/1519179333922816001,1519179333922816001,Neutral,Neutral,Baguio,Identified,"Text, Reply",Rational,,0,
https://twitter.com/IlIllIIlllIllII/status/1519139714229366789,1519139714229366789,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Philippines,0,
https://twitter.com/getrichpinoy/status/1519139544951492610,1519139544951492610,Negative,Positive,Baguio,Anonymous,"Text, Video",Rational,United Arab Emirates,1,
https://twitter.com/onepiecetsiken/status/1519133863376605184,1519133863376605184,Negative,Neutral,Baguio,Anonymous,"Text, Image",Rational,Unspecified,1,"{Alt-text image: photo of a pink payment card with label ""VICTIM CARD""}"
https://twitter.com/TigasUlo0121/status/1519108083800489984,1519108083800489984,Neutral,Positive,Baguio,Anonymous,"Text, Reply",Emotional,,0,
https://twitter.com/xentie/status/1519098928821846018,1519098928821846018,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Rational,Philippines,0,
https://twitter.com/saldyb/status/1519074560884482049,1519074560884482049,Negative,Neutral,Baguio,Identified,Text,"Rational, Emotional",Philippines,1,
https://twitter.com/bong_ed/status/1518992081158492162,1518992081158492162,Neutral,Neutral,Baguio,Anonymous,Text,Emotional,Philippines,0,
https://twitter.com/AAPA_1971/status/1518992034371371013,1518992034371371013,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Philippines,0,
https://twitter.com/PbbmLove/status/1518985764243185666,1518985764243185666,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Unspecified,0,
https://twitter.com/AAPA_1971/status/1518983218711592960,1518983218711592960,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Philippines,0,
https://twitter.com/BoyCavitenio/status/1518978155956293632,1518978155956293632,Neutral,Neutral,Baguio,Anonymous,"Text, Image, Reply",Emotional,Philippines,0,"{Alt-text image: gif of a man imitating a shouting action labeled ""FAKE DRAMA""}"
https://twitter.com/ms94_Ot16KP/status/1518971397330153473,1518971397330153473,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,Unspecified,0,
https://twitter.com/me_jcavalier/status/1518968754138345472,1518968754138345472,Neutral,Neutral,Baguio,Identified,Text,"Rational, Emotional",Thailand,1,
https://twitter.com/IHateFakePple/status/1518960526272856064,1518960526272856064,Neutral,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,,0,
https://twitter.com/deepredthread/status/1518929748902092800,1518929748902092800,Neutral,Neutral,Baguio,Anonymous,Text,Emotional,Unspecified,1,
https://twitter.com/Antonietta_666/status/1523955592616103936,1523955592616103936,Negative,Neutral,Baguio,Anonymous,"Text, Reply",Emotional,,1,
